Constantinople, Offensive, Poisoned, Betrayal, Size Increase, End Rounds, Given Rounds, Result, O_Casualty,T_Casualty
1,1 ,0,1,2,141,300,Tamerlane WON,0.884658,0.936873
1,1 ,0,1,2,88,300,Tamerlane WON,0.818804,0.843653
1,1 ,0,1,2,128,300,Tamerlane WON,0.896712,0.838227
1,1 ,0,1,2,127,300,Tamerlane WON,0.873883,0.905354
1,1 ,0,1,2,122,300,Tamerlane WON,0.861389,0.928845
1,1 ,0,1,2,114,300,Tamerlane WON,0.788749,0.793293
1,1 ,0,1,2,127,300,Tamerlane WON,0.864511,0.894427
1,1 ,0,1,2,127,300,Tamerlane WON,0.79811,0.82248
1,1 ,0,1,2,119,300,Tamerlane WON,0.885243,0.822976
1,1 ,0,1,2,98,300,Tamerlane WON,0.872338,0.849713
1,1 ,0,1,2,132,300,Tamerlane WON,0.871351,0.929192
1,1 ,0,1,2,134,300,Tamerlane WON,0.892091,0.8982
1,1 ,0,1,2,129,300,Tamerlane WON,0.897753,0.874007
1,1 ,0,1,2,134,300,Tamerlane WON,0.83158,0.922613
1,1 ,0,1,2,117,300,Tamerlane WON,0.895023,0.830227
1,1 ,0,1,2,129,300,Tamerlane WON,0.840216,0.872276
1,1 ,0,1,3,128,300,Tamerlane WON,0.773683,0.937587
1,1 ,0,1,3,121,300,Tamerlane WON,0.841269,0.928498
1,1 ,0,1,3,134,300,Tamerlane WON,0.833564,0.975736
1,1 ,0,1,3,152,300,Tamerlane WON,0.872641,0.97825
1,1 ,0,1,3,119,300,Tamerlane WON,0.75241,0.890795
1,1 ,0,1,3,132,300,Tamerlane WON,0.81174,0.94976
1,1 ,0,1,3,135,300,Tamerlane WON,0.840447,0.947767
1,1 ,0,1,3,142,300,Tamerlane WON,0.815208,0.943588
1,1 ,0,1,3,115,300,Tamerlane WON,0.758195,0.82606
1,1 ,0,1,3,138,300,Tamerlane WON,0.839108,0.946824
1,1 ,0,1,3,138,300,Tamerlane WON,0.768626,0.96716
1,1 ,0,1,3,128,300,Tamerlane WON,0.880683,0.93808
1,1 ,0,1,3,133,300,Tamerlane WON,0.834455,0.948773
1,1 ,0,1,3,134,300,Tamerlane WON,0.858358,0.955758
1,1 ,0,1,3,132,300,Tamerlane WON,0.838846,0.9357
1,1 ,0,1,3,119,300,Tamerlane WON,0.809514,0.871472
1,1 ,0,1,3,111,300,Tamerlane WON,0.766346,0.875591
1,1 ,0,1,3,136,300,Tamerlane WON,0.863053,0.896554
1,1 ,0,1,3,118,300,Tamerlane WON,0.762369,0.831872
1,1 ,0,1,3,126,300,Tamerlane WON,0.820889,0.905102
1,1 ,0,1,4,138,300,Tamerlane WON,0.786598,0.988096
1,1 ,0,1,4,128,300,Tamerlane WON,0.761136,0.970067
1,1 ,0,1,4,128,300,Tamerlane WON,0.775596,0.960542
1,1 ,0,1,4,133,300,Tamerlane WON,0.793431,0.967634
1,1 ,0,1,4,141,300,Tamerlane WON,0.814112,0.970222
1,1 ,0,1,4,122,300,Tamerlane WON,0.744227,0.92718
1,1 ,0,1,4,128,300,Tamerlane WON,0.785632,0.962987
1,1 ,0,1,4,135,300,Tamerlane WON,0.788352,0.951477
1,1 ,0,1,4,127,300,Tamerlane WON,0.776551,0.930034
1,1 ,0,1,4,122,300,Tamerlane WON,0.752037,0.937533
1,1 ,0,1,4,126,300,Tamerlane WON,0.818803,0.937754
1,1 ,0,1,4,129,300,Tamerlane WON,0.821106,0.949307
1,1 ,0,1,4,130,300,Tamerlane WON,0.825667,0.947162
1,1 ,0,1,4,106,300,Ottoman WON,0.813712,0.97157
1,1 ,0,1,4,159,300,Tamerlane WON,0.79898,0.99092
1,1 ,0,1,4,124,300,Tamerlane WON,0.743385,0.953809
1,1 ,0,1,4,130,300,Tamerlane WON,0.777524,0.944407
1,1 ,0,1,4,126,300,Tamerlane WON,0.768993,0.942772
1,1 ,0,1,4,131,300,Tamerlane WON,0.761266,0.978314
1,1 ,0,1,4,126,300,Tamerlane WON,0.786227,0.935909
1,1 ,0,1,5,128,300,Tamerlane WON,0.737027,0.979797
1,1 ,0,1,5,128,300,Tamerlane WON,0.734604,0.982583
1,1 ,0,1,5,300,300,DRAW, 0.718215,0.989171
1,1 ,0,1,5,142,300,Tamerlane WON,0.739249,0.999543
1,1 ,0,1,5,127,300,Tamerlane WON,0.731401,0.967776
1,1 ,0,1,5,147,300,Tamerlane WON,0.789457,0.999142
1,1 ,0,1,5,129,300,Tamerlane WON,0.726925,0.979922
1,1 ,0,1,5,144,300,Tamerlane WON,0.733451,0.994513
1,1 ,0,1,5,138,300,Tamerlane WON,0.773299,0.98255
1,1 ,0,1,5,135,300,Tamerlane WON,0.682387,0.99184
1,1 ,0,1,5,143,300,Tamerlane WON,0.755902,0.998857
1,1 ,0,1,5,141,300,Tamerlane WON,0.696632,0.999269
1,1 ,0,1,5,129,300,Tamerlane WON,0.74854,0.98982
1,1 ,0,1,5,142,300,Tamerlane WON,0.716423,0.997882
1,1 ,0,1,5,300,300,DRAW, 0.672183,0.99981
1,1 ,0,1,5,132,300,Tamerlane WON,0.710268,0.979502
1,1 ,0,1,5,137,300,Tamerlane WON,0.775876,0.986123
1,1 ,0,1,5,136,300,Tamerlane WON,0.75259,0.985385
1,1 ,0,1,5,129,300,Tamerlane WON,0.722949,0.973901
1,1 ,0,1,5,124,300,Tamerlane WON,0.750261,0.969534
1,2 ,0,1,0,99,300,Tamerlane WON,0.945964,0.660873
1,2 ,0,1,0,80,300,Tamerlane WON,0.779506,0.519373
1,2 ,0,1,0,91,300,Tamerlane WON,0.918833,0.598673
1,2 ,0,1,0,93,300,Tamerlane WON,0.939164,0.652147
1,2 ,0,1,0,96,300,Tamerlane WON,0.916429,0.613549
1,2 ,0,1,0,86,300,Tamerlane WON,0.920357,0.603785
1,2 ,0,1,0,84,300,Tamerlane WON,0.84458,0.583017
1,2 ,0,1,0,93,300,Tamerlane WON,0.914964,0.58134
1,2 ,0,1,0,96,300,Tamerlane WON,0.925818,0.609067
1,2 ,0,1,0,95,300,Tamerlane WON,0.914145,0.614653
1,2 ,0,1,0,88,300,Tamerlane WON,0.893393,0.596411
1,2 ,0,1,0,87,300,Tamerlane WON,0.862286,0.591852
1,2 ,0,1,0,52,300,Tamerlane WON,0.819464,0.546202
1,2 ,0,1,0,90,300,Tamerlane WON,0.939952,0.639825
1,2 ,0,1,0,88,300,Tamerlane WON,0.890048,0.600337
1,2 ,0,1,0,66,300,Tamerlane WON,0.943893,0.612545
1,2 ,0,1,0,93,300,Tamerlane WON,0.931488,0.666492
1,2 ,0,1,0,83,300,Tamerlane WON,0.841345,0.530902
1,2 ,0,1,0,88,300,Tamerlane WON,0.921455,0.611507
1,2 ,0,1,0,94,300,Tamerlane WON,0.93437,0.701314
1,2 ,0,1,1,92,300,Tamerlane WON,0.869439,0.704647
1,2 ,0,1,1,89,300,Tamerlane WON,0.871015,0.684875
1,2 ,0,1,1,95,300,Tamerlane WON,0.908779,0.715091
1,2 ,0,1,1,97,300,Tamerlane WON,0.932083,0.747153
1,2 ,0,1,1,94,300,Tamerlane WON,0.900769,0.717253
1,2 ,0,1,1,99,300,Tamerlane WON,0.950103,0.739663
1,2 ,0,1,1,92,300,Tamerlane WON,0.844458,0.67984
1,2 ,0,1,1,83,300,Tamerlane WON,0.845508,0.670768
1,2 ,0,1,1,86,300,Tamerlane WON,0.883767,0.646686
1,2 ,0,1,1,98,300,Tamerlane WON,0.899208,0.744493
1,2 ,0,1,1,92,300,Tamerlane WON,0.817862,0.67237
1,2 ,0,1,1,100,300,Tamerlane WON,0.907677,0.70872
1,2 ,0,1,1,86,300,Tamerlane WON,0.841344,0.658458
1,2 ,0,1,1,90,300,Tamerlane WON,0.860906,0.734747
1,2 ,0,1,1,98,300,Tamerlane WON,0.911937,0.71842
1,2 ,0,1,1,90,300,Tamerlane WON,0.853979,0.624438
1,2 ,0,1,1,93,300,Tamerlane WON,0.8824,0.711657
1,2 ,0,1,1,93,300,Tamerlane WON,0.845292,0.713253
1,2 ,0,1,1,97,300,Tamerlane WON,0.876531,0.656613
1,2 ,0,1,1,90,300,Tamerlane WON,0.862031,0.733527
1,2 ,0,1,2,100,300,Tamerlane WON,0.886402,0.7832
1,2 ,0,1,2,92,300,Tamerlane WON,0.874027,0.752813
1,2 ,0,1,2,92,300,Tamerlane WON,0.844153,0.755892
1,2 ,0,1,2,92,300,Tamerlane WON,0.783772,0.752127
1,2 ,0,1,2,98,300,Tamerlane WON,0.867559,0.827219
1,2 ,0,1,2,100,300,Tamerlane WON,0.902426,0.811201
1,2 ,0,1,2,97,300,Tamerlane WON,0.917151,0.75458
1,2 ,0,1,2,87,300,Tamerlane WON,0.767378,0.683717
1,2 ,0,1,2,97,300,Tamerlane WON,0.906311,0.805293
1,2 ,0,1,2,90,300,Tamerlane WON,0.786539,0.68018
1,2 ,0,1,2,92,300,Tamerlane WON,0.770189,0.698626
1,2 ,0,1,2,89,300,Tamerlane WON,0.785699,0.735013
1,2 ,0,1,2,72,300,Tamerlane WON,0.787775,0.747569
1,2 ,0,1,2,104,300,Tamerlane WON,0.915144,0.781219
1,2 ,0,1,2,102,300,Tamerlane WON,0.891927,0.81676
1,2 ,0,1,2,84,300,Tamerlane WON,0.749918,0.673433
1,2 ,0,1,2,100,300,Tamerlane WON,0.822568,0.769111
1,2 ,0,1,2,91,300,Tamerlane WON,0.853721,0.732559
1,2 ,0,1,2,94,300,Tamerlane WON,0.782046,0.757567
1,2 ,0,1,2,99,300,Tamerlane WON,0.880237,0.83234
1,2 ,0,1,3,96,300,Tamerlane WON,0.824988,0.792492
1,2 ,0,1,3,105,300,Tamerlane WON,0.841844,0.865036
1,2 ,0,1,3,102,300,Tamerlane WON,0.828273,0.840943
1,2 ,0,1,3,98,300,Tamerlane WON,0.849888,0.863684
1,2 ,0,1,3,101,300,Tamerlane WON,0.845911,0.77984
1,2 ,0,1,3,92,300,Tamerlane WON,0.763631,0.812566
1,2 ,0,1,3,98,300,Tamerlane WON,0.842562,0.857717
1,2 ,0,1,3,98,300,Tamerlane WON,0.836506,0.864505
1,2 ,0,1,3,100,300,Tamerlane WON,0.831618,0.809573
1,2 ,0,1,3,104,300,Tamerlane WON,0.853634,0.890913
1,2 ,0,1,3,91,300,Tamerlane WON,0.754209,0.737556
1,2 ,0,1,3,99,300,Tamerlane WON,0.803376,0.815405
1,2 ,0,1,3,92,300,Tamerlane WON,0.798878,0.788353
1,2 ,0,1,3,98,300,Tamerlane WON,0.829618,0.823587
1,2 ,0,1,3,112,300,Tamerlane WON,0.929605,0.87771
1,2 ,0,1,3,114,300,Tamerlane WON,0.899854,0.919093
1,2 ,0,1,3,98,300,Tamerlane WON,0.764578,0.811448
1,2 ,0,1,3,109,300,Tamerlane WON,0.868081,0.903833
1,2 ,0,1,3,97,300,Tamerlane WON,0.860442,0.818303
1,2 ,0,1,3,113,300,Tamerlane WON,0.936667,0.910053
1,2 ,0,1,4,94,300,Tamerlane WON,0.747495,0.85542
1,2 ,0,1,4,101,300,Tamerlane WON,0.819719,0.920739
1,2 ,0,1,4,122,300,Tamerlane WON,0.903096,0.967413
1,2 ,0,1,4,103,300,Tamerlane WON,0.783444,0.90163
1,2 ,0,1,4,114,300,Tamerlane WON,0.864696,0.922673
1,2 ,0,1,4,92,300,Tamerlane WON,0.75,0.823333
1,2 ,0,1,4,117,300,Tamerlane WON,0.846533,0.955512
1,2 ,0,1,4,99,300,Tamerlane WON,0.758203,0.878047
1,2 ,0,1,4,106,300,Tamerlane WON,0.86517,0.9313
1,2 ,0,1,4,105,300,Tamerlane WON,0.811846,0.880933
1,2 ,0,1,4,103,300,Tamerlane WON,0.816333,0.888125
1,2 ,0,1,4,104,300,Tamerlane WON,0.79022,0.889735
1,2 ,0,1,4,98,300,Tamerlane WON,0.773451,0.88826
1,2 ,0,1,4,105,300,Tamerlane WON,0.856933,0.910383
1,2 ,0,1,4,96,300,Tamerlane WON,0.768274,0.881835
1,2 ,0,1,4,107,300,Tamerlane WON,0.803281,0.896356
1,2 ,0,1,4,97,300,Tamerlane WON,0.769281,0.883875
1,2 ,0,1,4,102,300,Tamerlane WON,0.788543,0.876202
1,2 ,0,1,4,99,300,Tamerlane WON,0.837587,0.899751
1,2 ,0,1,4,102,300,Tamerlane WON,0.781071,0.912765
1,2 ,0,1,5,106,300,Tamerlane WON,0.823729,0.954889
1,2 ,0,1,5,109,300,Tamerlane WON,0.791547,0.949913
1,2 ,0,1,5,113,300,Tamerlane WON,0.808373,0.959313
1,2 ,0,1,5,102,300,Tamerlane WON,0.768507,0.917327
1,2 ,0,1,5,106,300,Tamerlane WON,0.797653,0.96986
1,2 ,0,1,5,110,300,Tamerlane WON,0.806599,0.933294
1,2 ,0,1,5,114,300,Tamerlane WON,0.809098,0.961842
1,2 ,0,1,5,113,300,Tamerlane WON,0.771455,0.954079
1,2 ,0,1,5,101,300,Tamerlane WON,0.757724,0.903729
1,2 ,0,1,5,110,300,Tamerlane WON,0.830231,0.946797
1,2 ,0,1,5,98,300,Tamerlane WON,0.78772,0.895127
1,2 ,0,1,5,102,300,Tamerlane WON,0.727226,0.919505
1,2 ,0,1,5,102,300,Tamerlane WON,0.760911,0.968
1,2 ,0,1,5,115,300,Tamerlane WON,0.820047,0.98666
1,2 ,0,1,5,102,300,Tamerlane WON,0.760844,0.893843
1,2 ,0,1,5,111,300,Tamerlane WON,0.819354,0.959762
1,2 ,0,1,5,117,300,Tamerlane WON,0.83435,0.97037
1,2 ,0,1,5,101,300,Tamerlane WON,0.757844,0.955908
1,2 ,0,1,5,109,300,Tamerlane WON,0.773491,0.957269
1,2 ,0,1,5,100,300,Tamerlane WON,0.753381,0.867379
0,0 ,1,1,0,76,300,Tamerlane WON,0.764787,0.511185
0,0 ,1,1,0,91,300,Tamerlane WON,0.893571,0.621401
0,0 ,1,1,0,75,300,Tamerlane WON,0.73503,0.413133
0,0 ,1,1,0,81,300,Tamerlane WON,0.851579,0.549845
0,0 ,1,1,0,94,300,Tamerlane WON,0.958635,0.590529
0,0 ,1,1,0,84,300,Tamerlane WON,0.870367,0.5201
0,0 ,1,1,0,87,300,Tamerlane WON,0.856216,0.612781
0,0 ,1,1,0,91,300,Tamerlane WON,0.918278,0.614901
0,0 ,1,1,0,87,300,Tamerlane WON,0.866416,0.555488
0,0 ,1,1,0,79,300,Tamerlane WON,0.810213,0.533643
0,0 ,1,1,0,91,300,Tamerlane WON,0.870826,0.551516
0,0 ,1,1,0,86,300,Tamerlane WON,0.895426,0.550769
0,0 ,1,1,0,84,300,Tamerlane WON,0.859687,0.540497
0,0 ,1,1,0,101,300,Tamerlane WON,0.981196,0.61778
0,0 ,1,1,0,79,300,Tamerlane WON,0.816291,0.495805
0,0 ,1,1,0,87,300,Tamerlane WON,0.889557,0.581864
0,0 ,1,1,0,87,300,Tamerlane WON,0.892568,0.58628
0,0 ,1,1,0,81,300,Tamerlane WON,0.811592,0.501011
0,0 ,1,1,0,92,300,Tamerlane WON,0.931879,0.56002
0,0 ,1,1,0,83,300,Tamerlane WON,0.838545,0.571298
0,0 ,1,1,1,88,300,Tamerlane WON,0.899441,0.673277
0,0 ,1,1,1,87,300,Tamerlane WON,0.840669,0.662862
0,0 ,1,1,1,89,300,Tamerlane WON,0.885296,0.692506
0,0 ,1,1,1,91,300,Tamerlane WON,0.847774,0.632283
0,0 ,1,1,1,89,300,Tamerlane WON,0.877841,0.684013
0,0 ,1,1,1,86,300,Tamerlane WON,0.848532,0.676485
0,0 ,1,1,1,92,300,Tamerlane WON,0.89451,0.676155
0,0 ,1,1,1,89,300,Tamerlane WON,0.838246,0.681114
0,0 ,1,1,1,83,300,Tamerlane WON,0.791636,0.626084
0,0 ,1,1,1,67,300,Tamerlane WON,0.888399,0.676825
0,0 ,1,1,1,90,300,Tamerlane WON,0.822913,0.685775
0,0 ,1,1,1,86,300,Tamerlane WON,0.828015,0.583965
0,0 ,1,1,1,82,300,Tamerlane WON,0.769485,0.630682
0,0 ,1,1,1,89,300,Tamerlane WON,0.804693,0.649672
0,0 ,1,1,1,57,300,Tamerlane WON,0.834321,0.658343
0,0 ,1,1,1,88,300,Tamerlane WON,0.8602,0.639475
0,0 ,1,1,1,92,300,Tamerlane WON,0.902039,0.727297
0,0 ,1,1,1,92,300,Tamerlane WON,0.814232,0.609645
0,0 ,1,1,1,77,300,Tamerlane WON,0.697971,0.47417
0,0 ,1,1,1,79,300,Tamerlane WON,0.706065,0.548318
0,0 ,1,1,2,86,300,Tamerlane WON,0.814822,0.712054
0,0 ,1,1,2,97,300,Tamerlane WON,0.852072,0.770808
0,0 ,1,1,2,91,300,Tamerlane WON,0.838872,0.698343
0,0 ,1,1,2,92,300,Tamerlane WON,0.85937,0.721507
0,0 ,1,1,2,93,300,Tamerlane WON,0.895833,0.734814
0,0 ,1,1,2,97,300,Tamerlane WON,0.865532,0.769485
0,0 ,1,1,2,91,300,Tamerlane WON,0.857803,0.749715
0,0 ,1,1,2,91,300,Tamerlane WON,0.911396,0.715038
0,0 ,1,1,2,93,300,Tamerlane WON,0.848461,0.736168
0,0 ,1,1,2,81,300,Tamerlane WON,0.708455,0.595398
0,0 ,1,1,2,89,300,Tamerlane WON,0.834873,0.70775
0,0 ,1,1,2,92,300,Tamerlane WON,0.842006,0.761388
0,0 ,1,1,2,87,300,Tamerlane WON,0.780562,0.685409
0,0 ,1,1,2,95,300,Tamerlane WON,0.861257,0.752785
0,0 ,1,1,2,85,300,Tamerlane WON,0.811459,0.705146
0,0 ,1,1,2,95,300,Tamerlane WON,0.870487,0.767697
0,0 ,1,1,2,106,300,Tamerlane WON,0.921233,0.787279
0,0 ,1,1,2,94,300,Tamerlane WON,0.843211,0.669235
0,0 ,1,1,2,94,300,Tamerlane WON,0.859268,0.690486
0,0 ,1,1,2,106,300,Tamerlane WON,0.906551,0.737729
0,0 ,1,1,3,93,300,Tamerlane WON,0.820496,0.748788
0,0 ,1,1,3,88,300,Tamerlane WON,0.755391,0.711245
0,0 ,1,1,3,109,300,Tamerlane WON,0.875536,0.842721
0,0 ,1,1,3,102,300,Tamerlane WON,0.90889,0.794007
0,0 ,1,1,3,94,300,Tamerlane WON,0.780394,0.78738
0,0 ,1,1,3,96,300,Tamerlane WON,0.860368,0.835276
0,0 ,1,1,3,99,300,Tamerlane WON,0.844055,0.837701
0,0 ,1,1,3,94,300,Tamerlane WON,0.868391,0.769594
0,0 ,1,1,3,97,300,Tamerlane WON,0.861876,0.839987
0,0 ,1,1,3,98,300,Tamerlane WON,0.87917,0.862371
0,0 ,1,1,3,97,300,Tamerlane WON,0.840614,0.840039
0,0 ,1,1,3,91,300,Tamerlane WON,0.787789,0.759791
0,0 ,1,1,3,96,300,Tamerlane WON,0.854018,0.862537
0,0 ,1,1,3,97,300,Tamerlane WON,0.856738,0.766858
0,0 ,1,1,3,92,300,Tamerlane WON,0.804701,0.819919
0,0 ,1,1,3,93,300,Tamerlane WON,0.801302,0.762141
0,0 ,1,1,3,96,300,Tamerlane WON,0.869742,0.83669
0,0 ,1,1,3,87,300,Tamerlane WON,0.794555,0.788108
0,0 ,1,1,3,85,300,Tamerlane WON,0.728763,0.727305
0,0 ,1,1,3,86,300,Tamerlane WON,0.7584,0.794364
0,0 ,1,1,4,97,300,Tamerlane WON,0.753152,0.827054
0,0 ,1,1,4,90,300,Tamerlane WON,0.740572,0.820599
0,0 ,1,1,4,97,300,Tamerlane WON,0.831093,0.863333
0,0 ,1,1,4,95,300,Tamerlane WON,0.763135,0.854997
0,0 ,1,1,4,99,300,Tamerlane WON,0.815904,0.849327
0,0 ,1,1,4,103,300,Tamerlane WON,0.862217,0.898289
0,0 ,1,1,4,96,300,Tamerlane WON,0.787069,0.81315
0,0 ,1,1,4,95,300,Tamerlane WON,0.823767,0.834491
0,0 ,1,1,4,112,300,Tamerlane WON,0.843401,0.914664
0,0 ,1,1,4,89,300,Tamerlane WON,0.762349,0.814108
0,0 ,1,1,4,104,300,Tamerlane WON,0.907384,0.865312
0,0 ,1,1,4,95,300,Tamerlane WON,0.81496,0.830622
0,0 ,1,1,4,102,300,Tamerlane WON,0.814066,0.816855
0,0 ,1,1,4,98,300,Tamerlane WON,0.80152,0.874714
0,0 ,1,1,4,99,300,Tamerlane WON,0.861372,0.880489
0,0 ,1,1,4,97,300,Tamerlane WON,0.817444,0.80084
0,0 ,1,1,4,82,300,Tamerlane WON,0.627476,0.646883
0,0 ,1,1,4,106,300,Tamerlane WON,0.872504,0.902198
0,0 ,1,1,4,92,300,Tamerlane WON,0.741836,0.843795
0,0 ,1,1,4,97,300,Tamerlane WON,0.820926,0.891357
0,0 ,1,1,5,105,300,Tamerlane WON,0.811292,0.908352
0,0 ,1,1,5,93,300,Tamerlane WON,0.739114,0.83567
0,0 ,1,1,5,88,300,Tamerlane WON,0.673918,0.801401
0,0 ,1,1,5,106,300,Tamerlane WON,0.821495,0.930539
0,0 ,1,1,5,96,300,Tamerlane WON,0.750515,0.858145
0,0 ,1,1,5,108,300,Tamerlane WON,0.845354,0.951699
0,0 ,1,1,5,94,300,Tamerlane WON,0.759544,0.844656
0,0 ,1,1,5,113,300,Tamerlane WON,0.82956,0.962186
0,0 ,1,1,5,90,300,Tamerlane WON,0.673253,0.852819
0,0 ,1,1,5,106,300,Tamerlane WON,0.845621,0.902248
0,0 ,1,1,5,103,300,Tamerlane WON,0.791593,0.920393
0,0 ,1,1,5,100,300,Tamerlane WON,0.799733,0.902031
0,0 ,1,1,5,107,300,Tamerlane WON,0.825636,0.930362
0,0 ,1,1,5,106,300,Tamerlane WON,0.825362,0.931127
0,0 ,1,1,5,98,300,Tamerlane WON,0.801522,0.905293
0,0 ,1,1,5,92,300,Tamerlane WON,0.725326,0.856688
0,0 ,1,1,5,101,300,Tamerlane WON,0.779011,0.859425
0,0 ,1,1,5,100,300,Tamerlane WON,0.746204,0.89338
0,0 ,1,1,5,106,300,Tamerlane WON,0.833663,0.911516
0,0 ,1,1,5,108,300,Tamerlane WON,0.76908,0.956994
0,1 ,1,1,0,113,300,Tamerlane WON,0.891591,0.684923
0,1 ,1,1,0,94,300,Tamerlane WON,0.913183,0.720976
0,1 ,1,1,0,113,300,Tamerlane WON,0.929136,0.695614
0,1 ,1,1,0,116,300,Tamerlane WON,0.913208,0.659253
0,1 ,1,1,0,84,300,Tamerlane WON,0.904812,0.667623
0,1 ,1,1,0,115,300,Tamerlane WON,0.913421,0.680976
0,1 ,1,1,0,77,300,Tamerlane WON,0.878321,0.685253
0,1 ,1,1,0,80,300,Tamerlane WON,0.935727,0.742444
0,1 ,1,1,0,119,300,Tamerlane WON,0.892287,0.667487
0,1 ,1,1,0,109,300,Tamerlane WON,0.909895,0.633824
0,1 ,1,1,0,119,300,Tamerlane WON,0.844593,0.664239
0,1 ,1,1,0,116,300,Tamerlane WON,0.86608,0.687024
0,1 ,1,1,0,113,300,Tamerlane WON,0.78792,0.677771
0,1 ,1,1,0,113,300,Tamerlane WON,0.913897,0.667475
0,1 ,1,1,0,79,300,Tamerlane WON,0.939599,0.696054
0,1 ,1,1,0,107,300,Tamerlane WON,0.886855,0.606391
0,1 ,1,1,0,122,300,Tamerlane WON,0.937995,0.684
0,1 ,1,1,0,115,300,Tamerlane WON,0.91094,0.71103
0,1 ,1,1,0,118,300,Tamerlane WON,0.881825,0.676772
0,1 ,1,1,0,115,300,Tamerlane WON,0.905952,0.676162
0,1 ,1,1,1,123,300,Tamerlane WON,0.920389,0.832034
0,1 ,1,1,1,118,300,Tamerlane WON,0.904049,0.756392
0,1 ,1,1,1,115,300,Tamerlane WON,0.889868,0.784499
0,1 ,1,1,1,118,300,Tamerlane WON,0.905428,0.803835
0,1 ,1,1,1,123,300,Tamerlane WON,0.921706,0.779697
0,1 ,1,1,1,112,300,Tamerlane WON,0.834483,0.68332
0,1 ,1,1,1,98,300,Tamerlane WON,0.9125,0.777109
0,1 ,1,1,1,119,300,Tamerlane WON,0.851725,0.740525
0,1 ,1,1,1,86,300,Tamerlane WON,0.891099,0.738815
0,1 ,1,1,1,121,300,Tamerlane WON,0.90841,0.768731
0,1 ,1,1,1,127,300,Tamerlane WON,0.909981,0.744512
0,1 ,1,1,1,89,300,Tamerlane WON,0.898861,0.819576
0,1 ,1,1,1,115,300,Tamerlane WON,0.864364,0.790148
0,1 ,1,1,1,119,300,Tamerlane WON,0.821938,0.723508
0,1 ,1,1,1,113,300,Tamerlane WON,0.896507,0.798741
0,1 ,1,1,1,114,300,Tamerlane WON,0.85749,0.733205
0,1 ,1,1,1,82,300,Tamerlane WON,0.903849,0.757476
0,1 ,1,1,1,89,300,Tamerlane WON,0.930281,0.786535
0,1 ,1,1,1,121,300,Tamerlane WON,0.873242,0.755185
0,1 ,1,1,1,115,300,Tamerlane WON,0.821938,0.745717
0,1 ,1,1,2,120,300,Tamerlane WON,0.824386,0.82709
0,1 ,1,1,2,125,300,Tamerlane WON,0.898207,0.876445
0,1 ,1,1,2,127,300,Tamerlane WON,0.896908,0.837953
0,1 ,1,1,2,125,300,Tamerlane WON,0.846885,0.890296
0,1 ,1,1,2,122,300,Tamerlane WON,0.884059,0.808795
0,1 ,1,1,2,121,300,Tamerlane WON,0.840816,0.824357
0,1 ,1,1,2,116,300,Tamerlane WON,0.835828,0.824999
0,1 ,1,1,2,118,300,Tamerlane WON,0.858009,0.818774
0,1 ,1,1,2,125,300,Tamerlane WON,0.858729,0.873037
0,1 ,1,1,2,123,300,Tamerlane WON,0.838448,0.87568
0,1 ,1,1,2,130,300,Tamerlane WON,0.891939,0.886882
0,1 ,1,1,2,117,300,Tamerlane WON,0.877212,0.858336
0,1 ,1,1,2,121,300,Tamerlane WON,0.869037,0.850411
0,1 ,1,1,2,103,300,Tamerlane WON,0.847577,0.832444
0,1 ,1,1,2,117,300,Tamerlane WON,0.885842,0.818909
0,1 ,1,1,2,119,300,Tamerlane WON,0.845556,0.818409
0,1 ,1,1,2,120,300,Tamerlane WON,0.844634,0.819723
0,1 ,1,1,2,117,300,Tamerlane WON,0.83117,0.819068
0,1 ,1,1,2,123,300,Tamerlane WON,0.851045,0.859636
0,1 ,1,1,2,126,300,Tamerlane WON,0.908099,0.813593
0,1 ,1,1,3,123,300,Tamerlane WON,0.795798,0.87464
0,1 ,1,1,3,124,300,Tamerlane WON,0.835019,0.921327
0,1 ,1,1,3,118,300,Tamerlane WON,0.840351,0.936668
0,1 ,1,1,3,124,300,Tamerlane WON,0.880847,0.897509
0,1 ,1,1,3,127,300,Tamerlane WON,0.815579,0.919823
0,1 ,1,1,3,130,300,Tamerlane WON,0.86641,0.918673
0,1 ,1,1,3,114,300,Tamerlane WON,0.78282,0.862332
0,1 ,1,1,3,120,300,Tamerlane WON,0.786016,0.883862
0,1 ,1,1,3,128,300,Tamerlane WON,0.841506,0.900837
0,1 ,1,1,3,98,300,Tamerlane WON,0.779059,0.864252
0,1 ,1,1,3,129,300,Tamerlane WON,0.873633,0.924694
0,1 ,1,1,3,121,300,Tamerlane WON,0.880868,0.875889
0,1 ,1,1,3,126,300,Tamerlane WON,0.836387,0.937542
0,1 ,1,1,3,133,300,Tamerlane WON,0.883851,0.941424
0,1 ,1,1,3,134,300,Tamerlane WON,0.850518,0.901764
0,1 ,1,1,3,119,300,Tamerlane WON,0.824955,0.873997
0,1 ,1,1,3,127,300,Tamerlane WON,0.807574,0.879193
0,1 ,1,1,3,124,300,Tamerlane WON,0.897605,0.908814
0,1 ,1,1,3,118,300,Tamerlane WON,0.838648,0.88255
0,1 ,1,1,3,119,300,Tamerlane WON,0.780403,0.908867
0,1 ,1,1,4,128,300,Tamerlane WON,0.824955,0.949488
0,1 ,1,1,4,143,300,Tamerlane WON,0.809445,0.985163
